"Taxon","Trait1","Trait2","Trait3","Trait4","Trait5"
"FAV_Goniastrea_edwardsi",-14.736491030161,28.7728289538134,-18.0148074109237,54.7713367679671,-1.49040493898234
"FAV_Goniastrea_favulus",-14.5624820590924,24.6435674513362,-12.8931346617332,57.2350099610494,1.50500058205068
"FAV_Goniastrea_pectinata",-14.7381547507315,25.1411814929194,-17.9844689749867,58.189411500841,-1.2739118357079
"MER_Merulina_scabricula",-20.4830661250249,30.2919432069528,-19.7854015051087,49.3994272068098,0.299797942352598
"MER_Merulina_ampliata",-20.8917774169825,31.2596611074165,-24.5300261682682,47.1769509442539,-2.67026852684494
"FAV_Favia_maritima",-12.0024669568974,9.36144605261024,-25.1833356074561,66.8957204563809,-4.83183680290514
"FAV_Favia_truncatus",-8.95207667864982,23.4058774237246,-39.4413624983308,69.8346466749605,-6.74507620891123
"FAV_Favia_rosaria",-0.905251323501483,21.1234258596757,-7.60257972994674,63.3556793769694,-1.81885374029551
"FAV_Favia_maxima",1.97772090996292,10.794711318547,-14.5981946034762,65.813285169321,-9.01503213247926
"FAV_Barabattoia",0.210939637009527,8.13192650545907,-10.0568806769024,63.4988129111404,-1.20841389529681
"FAV_Favia_favus",-4.56115886050535,8.1154565281016,-6.66159506749132,61.3685841053012,2.62940329119864
"FAV_Montastraea_annuligera",1.66552466900521,14.9581207181805,-14.7090836019988,63.3166601214168,-1.99053078414599
"FAV_Favia_laxa",4.65414731900639,16.067241449102,-23.1790268319487,64.4374169132994,-6.45717538447138
"FAV_Favia_danae",-3.15516782789759,21.2007407820781,-30.138616937876,70.9805476006238,-10.9391544226733
"FAV_Favia_pallida",-7.3676092291773,19.5446300142117,-30.3174460995841,70.444816620095,-8.85584889278458
"FAV_Favia_matthaii",-7.11682397832863,21.4399729357218,-32.7823711381975,70.9875117187646,-14.0846789523471
"FAV_Favia_lizardensis",-9.7941634498817,17.9366866437809,-39.3855289676099,68.6575215476482,-16.3622536078066
"FAV_Favia_speciosa",-11.4254892856718,16.8919616548057,-37.820466712085,70.1807191154064,-15.5038951908782
"FAV_Goniastrea_palauensis",2.49516476609017,10.9451546490729,-16.2061542867205,74.1356031015217,0.926272715242233
"TRC_Trachyphyllia_geoffroyi",10.6058414607553,12.9710892704148,-4.59229477536773,73.8389000727402,-2.18342396483241
"FAV_Favia_rotumana",22.3822133447233,20.5273466674865,-31.9451870492997,80.92489496971,-20.2300077819002
"GUY_Guynia_annulata",-60.6909454005477,51.1469131255608,-23.2865665771471,-15.17620464942,16.9644127573617
"FUA_Fungiacyathus_pusillus",11.8622520698943,28.7473181363496,13.3717086611735,38.3082751860822,-36.7992765937664
"FUA_Fungiacyathus_marenzelleri",24.6104613463579,20.3709195694401,8.1033454300988,26.7909729048866,-38.991713965392
"FUA_Fungiacyathus_turbinolioides",29.8017989386918,20.7701845913763,-16.5856286081617,32.0333791199389,-53.6421252760023
"FUA_Fungiacyathus_fragilis",33.3911338117685,31.9664052249444,-7.13825464810624,43.1505738548495,-49.992573081102
"FUA_Fungiacyathus_stephanus",33.2621662681278,29.3500369045036,-5.12548556954212,45.7715253934869,-48.7910941532409
"CAR_Deltocyathus_magnificus",-64.0101420224967,8.44602174104911,34.4740402414386,-27.9234486970682,14.8625096607493
"TUR_Tropidocyathus_lessoni",-69.0655790125406,22.9288093468315,29.9446880100109,-29.4527266475535,21.7335678575699
"TUR_Cyathotrochus",-71.3695610230979,26.0418637585829,21.9025636060059,-35.5708572677106,20.9726869499048
"CAR_Trochocyathus_rhombocolumna",-38.7400898996406,12.2103699908535,27.9106453910129,16.8056555421676,4.30459663244671
"TUR_Tropidocyathus_labidus",-36.2574732031405,30.0053729809858,36.6514200511249,10.0971749484421,4.81012683420784
"TUR_Notocyathus",-43.6183546723192,33.9651847241044,30.162027534835,2.29151113945402,8.86311028169099
"FLA_Javania_insignis",-76.0431056866545,4.83212083299635,4.12298206274667,1.91474058912464,15.1586968136267
"FLA_Placotrochides",-64.5430750608508,-9.98529313657561,-0.81177083602855,19.9309228934589,14.4863301119455
"FLA_Javania_fusca",-78.6980203025699,-31.0017871717199,53.1851555789217,-1.63825002903076,45.3742065568003
"FLA_Placotrochus_laevis",-104.395416966021,-24.8640333854671,-20.2836382500596,5.01163317077717,19.5651812444328
"FLA_Rhizotrochus",-80.5010284437455,-12.7926937248204,5.55906390649626,12.8265941007135,17.6841359835307
"FLA_Truncatoflabellum_spheniscus",-78.8299350474577,-12.3659934101574,-4.00919696686566,17.2983441247628,9.53526994501928
"FLA_Truncatoflabellum_australiensis",-88.0417785016532,-9.51347916974585,4.02900829736816,9.03529865326461,20.8403727701092
"FLA_Truncatoflabellum_candeanum",-90.6455297852109,-7.84757884345135,5.26958397593301,7.21494108748393,24.3890448626777
"FLA_Flabellum_apertum",-66.0109403190023,-36.224061225393,3.66836433642312,0.615976432743827,25.2532190993685
"FLA_Flabellum_angulare",-61.3613694644199,-21.4294459155172,9.00103153026842,-12.2215701050869,23.0884027856617
"FLA_Flabellum_lowekeyesi",-70.4975802412728,-21.4013220369177,15.7309455985108,-14.1811465365912,29.9452256426948
"FLA_Javania_lamprotichum",-58.7975853553582,-36.270245932734,22.5536669038554,-1.58175506395382,30.6037817103791
"FLA_Flabellum_impensum",-64.9694523633278,-37.078738088598,35.7218146971341,7.16146237883416,31.8824834613506
"FLA_Flabellum_deludens",-67.1345207002205,-28.2248400407846,30.3541983901986,-9.31289800143174,33.1368493324237
"FLA_Flabellum_japonicum",-52.9115043617413,-29.5653384356028,17.361923362796,3.43954146998793,18.994705249966
"FLA_Flabellum_tuthilli",-51.3776934069718,-32.5963107317186,28.8625266987699,3.36089554586755,23.3206683676134
"FLA_Truncatoflabellum_macroeschara",-73.1451663268998,12.9472319647305,0.348365476090654,-20.5176097880909,-0.929369432898021
"FLA_Javania_exserta",-84.7846252162912,-7.08412340086975,34.9291045464303,-15.7501092976303,27.2922251369049
"FLA_Flabellum_magnificum",-69.2911879670504,-1.53029570325861,48.3803500600058,-25.9000693422489,37.9642497054215
"FLA_Flabellum_arcuatile",-85.4024027031857,2.55021635862933,45.4148082742648,-32.6020526673996,41.5895361055175
"FLA_Flabellum_pavoninum",-80.6171596646475,6.1734780789856,44.4132815181933,-29.9822893252871,39.4298866228731
"FLA_Truncatoflabellum_formosum",-87.1389383963963,0.0747913713475121,42.8715541051817,-27.7556389809912,42.719296559745
"FLA_Monomyces",-84.058069244589,-18.0644376832659,31.5292838039375,-14.8662015968505,33.2099421266676
"FLA_Flabellum_folkesoni",-89.6741708304786,-13.5495948808384,50.6756386397701,-23.8831327638803,45.6562490084569
"FLA_Flabellum_lamellulosum",-92.7024194532545,1.12006303110134,32.2778446203672,-14.3064286512884,38.8095812113422
"FLA_Flabellum_vaughani",-89.0150613120281,-0.613576831359908,33.2044726643283,-15.901440192672,40.4664918001808
"DEN_Heteropsammia",-70.1037616019203,49.0902327082655,-2.27183138651638,-3.53799372352272,26.3201575716975
"DEN_Balanophyllia_desmophyllioides",-60.7362484798714,29.4600074818334,-57.5547399309006,9.62208591244483,0.474371712511198
"DEN_Endopachys",-57.7535835835693,33.1068241202104,-64.5054168078099,18.3011700832628,1.42691291973278
"DEN_Balanophyllia_gigas",-64.9990246926271,6.7978267860307,-14.9258422380333,6.40937389082085,21.7684280752632
"DEN_Balanophyllia_dentata",-81.9026144530656,38.836067978104,-55.686610545871,-2.95397379046208,16.0844315198419
"DEN_Balanophyllia_regia",-99.4091371344265,29.9847870164656,-54.7010616754331,-14.704539719309,20.1337372657404
"DEN_Balanophyllia_cornu",-88.1706337594001,19.2725344397823,-31.503415455943,-19.2799533971599,27.3258478496615
"DEN_Balanophyllia_elegans",-67.5153158871707,36.1048701622567,-48.7046692828835,9.39772465569464,14.1936222233868
"DEN_Leptopsammia",-73.5165230186378,21.0843587937091,-29.3010157780889,1.43300819630027,16.0462151681811
"DEN_Dendrophyllia",-65.4150172174551,26.6620360468341,-22.3836016703346,3.36137309800603,16.2085335247685
"DEN_Enallopsammia",-70.5676253986849,33.3352205108035,-35.1137936451827,3.87370534735106,7.46347210042943
"DEN_Turbinaria",-75.4872073552688,29.3061688474072,-40.781747581993,-7.08731601219318,4.33735827778557
"DEN_Cladopsammia",-77.2326495595534,23.6345321976247,-28.8448222772723,-0.902230159158041,10.3673615808442
"DEN_Tubastraea",-81.1741321478357,23.1673529559361,-30.39858838695,-6.15217664849316,8.39612620012919
"POR_Goniopora_columna",-55.9242215689724,6.07330215687363,36.8776337458268,-19.8618805683526,17.9342596160474
"POR_Goniopora_stokesi",-63.1209315185904,6.30275667187259,29.4977221672772,-21.4763133650594,18.0010864702077
"POR_Porites_colonensis",-23.7213948965906,-0.338018886824648,33.8189051359607,11.0751711467142,13.0330818059802
"POR_Porites_panamensis",-16.0055187728812,2.13363941750774,35.4151925505209,14.5474300303425,11.2787857145785
"POR_Porites_porites",-21.2165062226529,4.46578876115929,30.1711582330782,16.907993588266,12.5422466508328
"POR_Porites_branneri",-26.1630749033133,13.7432463661031,28.6502415353457,7.71357218738735,16.0637350539082
"POR_Porites_divaricata",-30.9128422959034,11.9028342294711,37.1757666996923,7.4143508441476,19.7737333690274
"POR_Porites_furcata",-26.3437784695554,11.8460864980194,33.6012778837553,11.7297508392174,16.5566643154832
"POR_Porites_astreoides",-7.86747735221274,38.2180204362906,22.3854178843282,13.3826687769067,-4.66249419875329
"POR_Porites_annae",-6.92405388608884,38.1645969104516,38.6573545751505,19.5620227740759,6.26832756187885
"POR_Porites_evermanni",-10.5222598986917,38.8615135106351,37.5315372742799,17.8602172720571,7.52568799486227
"POR_Porites_compressa",4.0241665577217,35.0144295934553,43.2307310126385,29.7567906113477,7.05467170274727
"POR_Porites_duerdeni",-2.42012430827682,34.6042318172448,45.576999515415,26.6593392100809,11.3655766371223
"POR_Porites_lobata",3.56458947449426,32.3796523124917,37.8622632289131,32.9847495065643,2.31719998881827
"POR_Porites_rus",-13.8166778701297,22.0057699792509,35.5570870687361,22.5552705094325,4.99772152006995
"POR_Porites_lichen",-18.1003176812356,28.2154940532963,36.723051573761,20.2383897755706,11.7305934144318
"POR_Porites_randalli",-13.3361118562558,33.1896145927904,33.0403965508833,23.5170948939055,6.72229380436978
"POR_Porites_cylindrica",-0.30156979039477,33.946480779982,38.2801913356715,26.8088941199182,5.75669450370528
"POR_Porites_solida",0.521330950549418,35.2808171299179,35.4128380610729,28.4442736021466,5.27935180730706
"POR_Porites_lutea",-8.89508701500542,33.6701305314828,32.8734007898839,19.1861288241807,3.57011677939261
"POR_Porites_okinawensis",-9.38111363359209,36.1423888766435,34.0732363479911,17.9230874383331,5.46698753535365
"AST_Stephanocoenia_intersepta",1.29272440704232,48.6579418705818,-12.8846495742097,70.128151647308,-9.31340924414974
"CAR_Hoplangia_durotrix",36.9169069007075,61.7294476682627,-10.4534793500486,82.8745203774178,-36.2876288025879
"SID_Pseudosiderastrea_formosa",23.2019313208012,17.3860166388348,-13.4922733385567,43.399773050229,-0.636807550321569
"SID_Pseudosiderastrea_tayami",16.6574263525827,24.230654486907,-38.0203903175162,49.4617197870596,-6.95047974012941
"SID_Siderastrea_savignyana",-21.3301234489522,21.8424300161304,-24.848062364484,29.8447625662024,-2.80752336215079
"SID_Siderastrea_siderea",-29.8360332078575,2.11427880626965,3.31631729612138,53.570900434017,26.0370629555937
"SID_Siderastrea_radians",-30.7491825842954,9.81012610952173,2.93087302004376,52.8777405360066,23.4351479161718
"SID_Siderastrea_glynni",-25.8536268763411,-6.90570210829248,7.3368842707916,58.6239188133138,23.6886627427775
"SID_Siderastrea_stellata",-24.043315108402,-2.22127868179138,9.78471743545798,60.4374579884181,24.3336015880021
"AGA_Helioseris_cucullata",62.5986354684823,67.4296540084211,-66.1020686370911,70.4550527457689,-68.6559866656892
"CAR_Thalamophyllia_gasti",60.9268064285982,48.8299876303254,-73.7139381840149,70.5040759995223,-75.0178489870111
"CAR_Thalamophyllia_riisei",73.6504374812925,56.8928898460005,-69.4005619514783,77.9827770343244,-79.3800479236021
"CAR_Dactylotrochus_cervicornis",40.8663198012549,47.7931969509016,-46.8724842452132,61.8129785381253,-43.4428126277018
"AGA_Agaricia_humilis",45.9938416818304,64.1774313595953,-73.0791032787497,57.296635459478,-72.8295916947287
"AGA_Agaricia_agaricites",47.807165649373,54.6611804840989,-75.0153067279372,65.2270730949372,-73.0492239016744
"AGA_Agaricia_tenuifolia",41.0549855873461,58.4297228869302,-78.0749511433885,59.7848853904816,-75.1075269803108
"AGA_Agaricia_fragilis",56.5167678238138,55.5119908169672,-68.8533664149937,69.0839006362308,-76.1706363922274
"AGA_Agaricia_lamarcki",36.624852134111,61.7636773451896,-80.3460506543781,55.9353758016652,-74.1316052979237
"AGA_Agaricia_grahamae",44.1074186034099,57.6228764750778,-73.4978419319941,63.2956846671121,-73.265554665325
"AGA_Agaricia_undata",38.4395678171652,58.3151133360496,-73.252079184608,60.2689461995653,-71.7078409010935
"AGA_Leptoseris",43.3714421583648,49.5475893861581,-26.8574512005082,60.1911441887965,-47.7529096367871
"AGA_Gardineroseris_planulata",36.272912880825,39.4707548588423,-46.8175803791538,64.0607311653317,-54.4843980041945
"AGA_Pavona_varians",61.2769934948711,61.164008606882,-44.4142708429351,68.8350059266672,-65.5021743766943
"AGA_Pavona_clavus",52.4268407270725,39.0152705758658,-29.6342470803064,57.8123409314905,-56.1988327392461
"AGA_Pavona_cactus",55.8342379796942,50.627855477077,-37.5469323208777,60.9106111561709,-60.1620771421701
"AGA_Pavona_frondifera",52.5494720020972,48.1001552262824,-36.1721645979152,64.8455165951022,-60.1850739527908
"AGA_Pachyseris",-3.74463580589053,36.5744993959307,-72.3926365147386,32.9433702260427,-45.5383390061014
"EUP_Euphyllia_ancora",19.0594374826022,79.1905577644544,-37.0869115551605,43.1824743913615,-30.4845990528223
"EUP_Euphyllia_divisa",21.3778295194909,80.3770156941602,-39.8403148144337,45.7986722152818,-35.4527322590104
"MEA_Ctenella_chagius",65.4791834540138,70.8019699953961,-34.2234742214274,69.4947399278317,-45.1995992778609
"EUP_Euphyllia_glabrescens",52.8650439297145,77.6122848136074,-39.7927863520938,57.2904635600256,-42.2061864210239
"OCU_Galaxea_fascicularis",38.4115582656573,74.2278856497922,-20.824414906201,46.8845165516664,-28.9482800532786
"OCU_Galaxea_horrescens",40.1525765634759,85.6627058549029,-25.1133063203538,44.5492545904687,-33.0495336259273
"OCU_Galaxea_astreata",37.3888276959756,83.4890422171962,-24.2662734167057,40.5849967541103,-32.5706125705675
"POR_Alveopora",83.6840428186697,70.5336547416862,-27.9519286854028,57.4089469175806,-40.6223302794459
"ACR_Astreopora",-2.21972015792638,-11.2291907882538,-51.7904444304581,9.6358297132191,-40.9222846062475
"ACR_Montipora_digitata",37.2549699086646,15.2409126616236,-59.2547002429612,35.310657555161,-44.1122673825135
"ACR_Montipora_mollis",31.6664140389292,8.9934359020255,-60.1102363669777,36.2544678776781,-41.9254334038158
"ACR_Montipora_spongodes",27.7754559144242,6.19225084328572,-59.0476872547061,31.6646477212013,-39.98318306783
"ACR_Montipora_hoffmeisteri",26.3404819855683,6.50232217436993,-59.2553120347934,31.8448969904764,-39.8370326619551
"ACR_Montipora_circumvallata",44.3820332279686,19.1180315187604,-23.4473000936302,5.50667040366093,-42.5602305216835
"ACR_Montipora_incrassata",48.4821389032652,31.3027734126013,-34.3864955502981,16.5030718767133,-54.4551266206972
"ACR_Montipora_florida",8.40191382285952,23.6815941038295,-37.01859498057,-0.259642377506212,-34.8849674612948
"ACR_Anacropora_forbesi",7.89320234570567,30.0221312763737,-56.9550408389425,6.00893002910307,-43.8638505125584
"ACR_Montipora_cactus",17.1501026827714,30.8245359618757,-56.9296977526056,8.95438400791116,-47.0714405630914
"ACR_Montipora_aequituberculata",12.6467290838098,19.1281839455109,-52.288390855921,10.4307195189828,-39.4567015436716
"ACR_Montipora_stellata",15.1486206686784,19.0157827701129,-49.3880058582398,14.1026203783408,-39.9032243353954
"ACR_Montipora_altasepta",5.00876653342281,18.6674672964946,-51.195666745979,-2.91755764173485,-38.3934871224794
"ACR_Montipora_efflorescens",9.29742691984694,23.2268138466057,-46.0449672489015,3.01165845797989,-36.6223434155093
"ACR_Montipora_delicatula",22.9572259991739,23.3092527032931,-35.4329665730346,8.3197985003548,-39.6537263805218
"ACR_Montipora_peltiformis",11.1944741777965,20.8350913544817,-41.9076080280026,-4.83405986732736,-38.2271115275472
"ACR_Montipora_foliosa",12.440802868976,23.4438336803904,-38.7933296362216,1.80745678047514,-37.0480705702106
"ACR_Montipora_hispida",14.7123531100783,22.6365064859879,-44.9326638345356,3.24237327578053,-42.0231858098474
"ACR_Montipora_patula",4.94084789696837,15.1052883059919,-43.1130518319551,-1.93957816801573,-37.7459048698706
"ACR_Montipora_verrilli",4.65006201826535,13.335869335015,-41.9820123042134,-2.55037085451784,-36.4186280058751
"ACR_Montipora_capricornis",37.3609157036583,34.7838816424275,-44.694449503484,9.92620095622553,-46.6252682359601
"ACR_Montipora_confusa",16.2211050899998,25.0224953956046,-39.4197577870369,5.32020552119074,-37.9675757031159
"ACR_Montipora_gaimardi",27.2279024098494,25.2867742200672,-38.7614139078467,14.0975740248276,-40.9434197391275
"ACR_Montipora_undata",29.141067962649,22.9098321375463,-37.8445833069223,14.9508266411217,-42.0261201418589
"ACR_Montipora_angulata",32.1599365762698,26.5547366383995,-36.1516322175991,15.0199128496808,-42.4563180172475
"ACR_Montipora_danae",29.7810585964491,29.142572779851,-39.3019637516278,9.88518350420611,-40.0604514577345
"ACR_Montipora_capitata",29.3653759405757,33.3083999999592,-35.8281404794428,8.0867066006296,-41.2708931463285
"ACR_Montipora_verrucosa",25.8192895776426,30.6143758294589,-35.6174740260312,5.21134195150264,-40.2234916687608
"ACR_Montipora_dilatata",24.5004662483142,30.0271434970748,-40.1098444614901,2.04909697682655,-42.3212063500212
"ACR_Montipora_turtlensis",24.3408247645783,28.4819886546048,-40.9162208537772,1.69179303184318,-41.174880543332
"ACR_Montipora_flabellata",23.5901237325297,33.679465261612,-45.5942199495091,1.09832646456888,-43.8955387543076
"ACR_Montipora_turgescens",21.8493565405925,34.3669064049767,-46.1655208618512,-0.716949450227947,-43.8219048568498
"ACR_Anacropora_matthai",23.5816186742131,24.559334283111,-39.6017981036408,1.13608096396502,-40.5896063898893
"ACR_Isopora_togianensis",32.7218130013375,21.6711263997155,-6.81568754004614,43.5153462541058,-34.6472860215149
"ACR_Isopora_brueggemanni",22.8926240282034,16.9215388033056,-1.22261244946734,27.8425777163935,-25.8418847023242
"ACR_Isopora_palifera",34.8581931495611,36.1090928265138,-14.3816509104997,40.9592733645079,-38.65126221444
"ACR_Isopora_cuneata",42.7431371061954,22.2260361551656,4.22913086141364,47.9402403142679,-36.3458927558075
"ACR_Acropora_austera",55.9228608009706,10.74415147617,21.3501741608644,14.6608727864949,-24.7755239805613
"ACR_Acropora_tenuis",31.3822712915414,26.9357266389559,-10.0703874818331,14.9395438477426,-25.1624976356026
"ACR_Acropora_intermedia",32.5988379005711,33.6720891680357,10.5470422661745,10.0025944582796,-16.8720480673101
"ACR_Acropora_donei",25.2815441881433,39.9177994566059,-13.1457221193172,12.5334176038214,-28.2046444173539
"ACR_Acropora_echinata",58.8336782427517,25.6425061062655,-2.66784367741506,25.5113039552761,-36.7023557661609
"ACR_Acropora_subglabra",55.7712282431229,18.7833104968573,1.79031622755232,32.6567521941922,-32.2668348033226
"ACR_Acropora_abrolhosensis",33.574400585254,19.6051110763713,-13.9116018767799,22.1807804209857,-22.3524452848895
"ACR_Acropora_elseyi",27.4799206020249,17.0956410628934,-19.6572691203307,21.9396843188275,-22.8069971110127
"ACR_Acropora_cervicornis",45.9042007707295,22.0917634681804,-5.33054991580964,27.8320090462415,-25.8513453126609
"ACR_Acropora_palmata",36.0084669698046,26.3285625115612,-18.3846165853394,16.3563566843218,-29.423722466147
"ACR_Acropora_latistella",31.2829505792153,17.4699516534626,4.99799470909229,40.9154289422763,-25.2662654221243
"ACR_Acropora_nana",29.1750068129805,20.8546360283922,9.2503563241951,34.5384135347595,-26.5085737017202
"ACR_Acropora_abrotanoides",21.5128299013772,22.8163091767444,0.287507216899584,30.2882770357938,-19.3813500537899
"ACR_Acropora_robusta",41.4743943813212,9.43379447521464,4.84349084416833,38.8173308942491,-29.8898288558365
"ACR_Acropora_kirstyae",24.1995363267002,23.815845447977,-20.9175724287457,39.9653906472945,-31.8589558138444
"ACR_Acropora_derawanensis",25.5741817519457,19.201252936524,-21.760866665052,32.7263812411632,-33.6670393125029
"ACR_Acropora_florida",15.2076843911048,12.7645417273965,-28.0849505627959,32.4610108033327,-34.9147496737299
"ACR_Acropora_sarmentosa",6.16229182517437,15.9552022940932,-20.4674372086637,33.1602663269925,-26.8437956295827
"ACR_Acropora_samoensis",23.4864968951195,15.1463327339457,-10.6448495531011,40.3034553730339,-34.2417122653456
"ACR_Acropora_globiceps",2.19573169059837,23.2769061353525,-9.96421229236465,22.3827951571891,-25.1082748148462
"ACR_Acropora_humilis",11.5382492878324,23.5232293517473,0.456608303398777,22.3678252952958,-23.9682485314083
"ACR_Acropora_gemmifera",26.44306286269,19.6884458690532,-8.47721086479571,37.3889379824518,-32.7909531714115
"ACR_Acropora_retusa",17.4545829138573,12.124859014356,-8.14594289737385,38.5370125954001,-17.6218254894629
"ACR_Acropora_multiacuta",29.0698498151699,3.18714480851561,7.30506196888175,41.8728015197798,-15.4402097345495
"ACR_Acropora_digitifera",18.265950135062,2.57592029909532,-12.3918747703238,34.2797004492577,-25.244802882292
"ACR_Acropora_monticulosa",21.0553666149656,12.4593674306994,-7.40931821815116,28.1440260324931,-23.4329500285314
"ACR_Acropora_cytherea",25.3270366434526,23.7077607118478,-16.8518559965616,31.9425517179664,-35.2778669211618
"ACR_Acropora_indonesia",21.3444919021369,22.5971796694259,-18.8154292568258,32.6690087630659,-37.3630780559703
"ACR_Acropora_microclados",29.1176394860931,25.2313402366306,-18.2847666074073,34.8293629665318,-38.8953752612457
"ACR_Acropora_anthocercis",17.1682313062414,10.8434076952673,-0.17523257034156,28.2321894089463,-23.1444540468809
"ACR_Acropora_hyacinthus",12.7157557902277,3.25103888829139,13.1181953483137,27.4054859094373,-15.6010025635183
"ACR_Acropora_microphthalma",38.9438250834401,28.1327628462356,-5.28381867280139,34.3000446373797,-30.8186504556672
"ACR_Acropora_spicifera",17.940987267785,16.3194214087271,-0.476788710437444,24.6171231922107,-22.4554815846792
"ACR_Acropora_divaricata",35.3852789056441,7.78422418143592,2.29567677239897,30.2514950518333,-24.4975408930693
"ACR_Acropora_solitaryensis",38.1288852928506,3.85449207966697,5.69898228897771,31.4024804451377,-28.7906626845693
"ACR_Acropora_batunai",36.2611361341811,1.23094145058338,0.506093702292937,34.7891274693672,-27.8314410417887
"ACR_Acropora_longicyathus",45.5072491793616,-0.886403696037282,-1.11058427837205,37.460881341309,-32.7325105330715
"ACR_Acropora_caroliniana",32.6666375989926,17.7266646273432,-3.64890613879977,36.5092598229418,-33.0733569683514
"ACR_Acropora_speciosa",21.1198224506222,22.822068531815,4.60677904180093,26.8602734952705,-28.4988736328565
"ACR_Acropora_tortuosa",20.1078186331614,13.3339205790632,5.83679212529757,26.4794538822355,-25.6513529607969
"ACR_Acropora_acuminata",26.3228723544269,4.32068534190062,4.0166333790301,35.1676145971049,-24.892952955352
"ACR_Acropora_dendrum",19.7417245025594,6.52594364462515,-4.73580906280933,32.2059024960055,-29.2440519592554
"ACR_Acropora_yongei",20.964041336952,7.30646347665036,-3.36858096595725,32.2403730544222,-28.6831121594568
"ACR_Acropora_spathulata",17.4158666459954,11.2909059781976,-1.10522127011873,30.1808532004059,-27.0127423060064
"ACR_Acropora_carduus",26.9544429362186,0.254657658050625,12.7981507691232,31.593846731428,-29.0153635403977
"ACR_Acropora_granulosa",25.8156502930352,-1.79308831110103,13.6773908072277,29.5802394800684,-28.2638648971712
"ACR_Acropora_bushyensis",22.3606049897789,1.97040455341271,13.3774155704757,28.4664640780691,-27.8214654604769
"ACR_Acropora_horrida",24.1746025763548,0.782876861506997,12.258747817221,30.115281788804,-24.9193136641412
"ACR_Acropora_polystoma",11.1427632758801,6.05907556511101,16.4022332406704,21.4933916561128,-21.0243606566398
"ACR_Acropora_hemprichii",14.6704242122432,1.78973399364897,5.44761367475213,25.5044340470971,-27.7056256842071
"ACR_Acropora_millepora",24.0386462138936,3.17947162607144,9.84985712503761,43.6557762411464,-21.6159114379249
"ACR_Acropora_selago",25.1435737974635,5.49939565034501,7.9331819609817,40.1876704489402,-24.2997413147002
"ACR_Acropora_muricata",20.9445871288831,14.7098865798339,11.6710729230617,26.9686866348567,-22.0133393985631
"ACR_Acropora_aspera",20.4125049201812,4.43218747018934,2.4418598634725,31.7879622223536,-26.0775254201468
"ACR_Acropora_pulchra",26.3743105016737,5.4040341470062,0.722850569670247,30.0816444836212,-24.8556521303575
"ACR_Acropora_grandis",21.3658721179083,5.80584009579599,2.3459336336361,33.2947649435308,-21.7594789583063
"ACR_Acropora_listeri",20.9034615395176,3.39539122651711,-1.38292298563041,35.6053069137067,-22.6020921661825
"ACR_Acropora_cerealis",25.89327366491,16.6788675010336,-6.04122701363313,39.9161986333873,-28.450697448778
"ACR_Acropora_lutkeni",37.0364149945414,16.868188130954,-0.563832776932836,44.2275708376983,-35.1311231095634
"ACR_Acropora_valida",7.68714905283045,13.1311064211107,-3.37592511579084,23.8154490134472,-19.4631997343325
"ACR_Acropora_kimbeensis",13.0051157435073,5.73510193405675,7.37053306546184,30.6513464189096,-20.4867950443072
"ACR_Acropora_nasuta",18.2172607813426,7.14834679650311,1.49068548987104,33.3949912793047,-25.6163460209954
"ACR_Acropora_loisetteae",37.6674297923771,-14.7666086346908,7.73119093107532,32.2758767563165,-24.7979694512216
"ACR_Acropora_vaughani",21.6190206098569,-5.44686858700085,-5.18885234734886,29.10298853815,-27.6428381157261
"ACR_Acropora_papillare",32.6375937300824,-13.8489487634915,7.69859417054081,37.4258748212613,-24.5082714933483
"ACR_Acropora_tenella",6.04487961899527,-7.55968776154968,6.42607412443132,21.5686724398228,-13.3229977127398
"ACR_Acropora_pichoni",15.8294201751842,-0.0486516260761458,8.7742101448943,23.6148518566872,-14.984606196495
"ACR_Acropora_elegans",19.3942063680036,1.40012957312642,6.65844751618449,28.5317857229366,-17.2809621619656
"ACR_Acropora_walindii",2.95611080405807,-22.5453876041481,23.9199870947103,23.2042712534911,-5.27826612849089
"ACR_Acropora_chesterfieldensis",16.4629548086058,0.715545448891593,2.75797587205059,12.3143034743546,-20.2298516870308
"ACR_Acropora_loripes",13.1495399121539,7.15820659162618,0.313451964038385,22.0619189008234,-18.0389130168052
"ACR_Acropora_lokani",25.3454125938455,-1.07714980749812,3.88810719048256,30.1019952431812,-24.6769455292752
"ACR_Acropora_jacquelineae",31.1633157753112,22.0820151153407,14.4834215053855,28.0370330809366,-22.0586922370546
"ACR_Acropora_rongelapensis",32.0336512706857,23.2560361212689,-0.355642367892493,25.6786563335004,-34.3712404629461
